item_id,layer,search_method,collection_unit,roster_match,speaker_is_coach,advises_coaches,speaker,speaker_role,quote,quote_fidelity,passage_context,venue,venue_type,date_value,date_precision,date_basis,near_cutoff,statement_type,producing_query,source_url,relevance_rationale,notes,deviation_flag,expected_borderline,disposition_authority,disposition_reason,ra_rank
C94,census_b2b11,person,c40,TRUE,TRUE,NA,Pat Summitt,"Head coach, Tennessee Lady Vols women's basketball (writing in retirement, memoir)","I tried to be correct and decorous in public; Geno was a smart-ass who would take negative attention over no attention at all. You could put a microphone on me for an hour and never hear anything worse than ""dadgummit""; he was notoriously foulmouthed.",exact_as_printed,"There was tremendous personal contrast as well. I tried to be correct and decorous in public; Geno was a smart-ass who would take negative attention over no attention at all. You could put a microphone on me for an hour and never hear anything worse than ""dadgummit""; he was notoriously foulmouthed. I was intensely competitive but left it on the court; he was combative and carried grudges off the court.","Sum It Up: 1,098 Victories, a Couple of Irrelevant Losses, and a Life in Perspective (Pat Summitt with Sally Jenkins)",book,2013,year,Book publication year (2013); passage verified verbatim via two independent 2025/2026 news pieces reproducing the book excerpt,FALSE,personal rule,"""Pat Summitt"" basketball media OR press",https://sports.yahoo.com/articles/pat-summitts-old-comments-geno-142305339.html,"Own memoir states a personal rule for her own public conduct (""correct and decorous in public""... never worse than ""dadgummit"" even with a live mic for an hour) while evaluating Auriemma's combative/foulmouthed public conduct — dual fit with ""personal rules...for the coach's own public speech"" and ""commentary evaluating ANOTHER COACH's public statements.""","Corroborated verbatim by independent second source (yardbarker.com). Distinct from the known-trap Sum It Up line ""You are just the voice of the team calling out that player,"" which is an AURIEMMA quote about team-internal talk and was correctly excluded, not confused with this item.",FALSE,FALSE,delegated,IN-3 own public-conduct rule + IN-5 evaluation of another coach's public conduct (speaker-authored memoir),141
P10,pilot,person,p2,TRUE,TRUE,NA,Stan Van Gundy,NBA head coach (Heat 2003-2005; Magic 2007-2012; Pistons 2014-2018; Pelicans 2020-2021),"You knew the question was coming, so I had time to prepare for it. It's not like it came out of the blue [and] I just [answered] off the top of my head ... I gave some thought to whether I was going to answer this honestly, or no comment or just lie.",printed_with_ellipsis,"'I just wanted the hell out of there.' Van Gundy did depart quickly upon Howard's arrival, leaving his center to deny claims that his coach had just publicly confirmed. Howard's hesitance to open up and tell the truth, following months of trade requests and rumors, clearly cost him in the public eye. 'It was already a big deal before he put his arm around me. You knew the question was coming, so I had time to prepare for it. It's not like it came out of the blue [and] I just [answered] off the top of my head ... I gave some thought to whether I was going to answer this honestly, or no comment or just lie.'","Grantland Network podcast (Dan Le Batard with Stan and Jeff Van Gundy), as quoted by CBSSports.com",podcast,2012-09-10,day,published,FALSE,reflection,"""Stan Van Gundy"" ""press conference""",https://www.cbssports.com/nba/news/stan-van-gundy-explains-infamous-press-conference-with-dwight-howard/,"Van Gundy reveals the coach's menu at the podium - answer honestly, say no comment, or lie - and that he weighed all three before confirming the Howard story.","Ellipsis and square-bracket insertions are as printed in the CBS article. The page attributes the passage to 'Van Gundy concluded', preceded by: 'It was already a big deal before he put his arm around me.' Same podcast appearance as the 'calculated' quote.",NA,NA,ken_full_review,reflection,142
C99,census_b2b11,person,c42,TRUE,TRUE,NA,Red Auerbach,"Head coach, Boston Celtics","Since I've been in Boston, I've taken the attitude that since they are looking for an angle, I'll give them an honest one or none at all. You can't get into too much trouble if you tell them the truth. It would be much worse if you lied.",exact_as_printed,"""You can't say nothing,"" Red explained later. ""There are eight papers in town, and with no pro football, they cover basketball and hockey all winter. That means the Bruins and the Celtics. Somebody is always watching, looking for an angle, because they have to produce copy every day. We've had games where 12 local reporters were covering. Since I've been in Boston, I've taken the attitude that since they are looking for an angle, I'll give them an honest one or none at all. You can't get into too much trouble if you tell them the truth. It would be much worse if you lied.""",SPORT Magazine,article,1956-02,month,"Irv Goodman, ""Red Auerbach: Hothead on the Boston Bench,"" SPORT Magazine, February 1956; text as reproduced on the ""From Way Downtown"" blog (author bobkuska), post dated 2021-10-31.",FALSE,personal rule,"Follow-up partial-quote search ""Press hospitality was never high on Red Auerbach's"" (run without ""basketball""), itself triggered by Q12 archive.org/openlibrary search for ""Red Auerbach"" press",https://from-way-downtown.com/2021/10/31/%EF%BF%BCred-auerbach-hothead-on-the-boston-bench-1956/,"Auerbach states a deliberate personal strategy for handling reporters (""give them an honest one or none at all"") -- a personal rule for his own media activity / public-communication strategy.","Contemporaneous 1956 magazine profile by a named journalist; verified via a blog's reproduction of the original article, not an original-scan copy -- the original SPORT Magazine page itself was not independently located within the fixed-query framework.",FALSE,FALSE,delegated,IN-3 honest-angle-or-nothing rule for handling reporters; vintage-article reproduction per b1 C02 precedent,145
C119,census_b2b11,person,c45,TRUE,TRUE,NA,Sam Vincent,"Former NBA head coach (Charlotte Bobcats, 2007-08)",didn't do the best job expressing myself,exact_as_printed,"""There is going to be a very fortunate man coaching the Bobcats soon. I love what Michael is doing and the patience he is showing in building what I think will be a winner. I will always appreciate the experience I gained while working with the Bobcats organization and the insights MJ shared with me during my season as head coach. He was always there when I had a question or concern."" Vincent told Sam that he ""didn't do the best job expressing myself,"" which is a little odd, because I thought he was spot-on in his take on Jordan and the Bobcats.","Yahoo Sports ""Ball Don't Lie"" (Kelly Dwyer), reporting Vincent's interview with Bulls.com's Sam Smith",article,2012-04-18,day,"schema.org datePublished/dateModified confirmed as 2012-04-18T16:05:20Z in the fetched page's embedded JSON-LD/Next.js data (verified via direct curl+parse of raw page, not just AI-tool summary). Underlying Sam Smith/Bulls.com interview referenced via URL slug ""smith_120416.html"", implying original interview ~2012-04-16; that original Bulls.com page timed out on repeated fetch attempts, so date is anchored on this verified secondary source.",FALSE,reflection,"Query 7 (""[full name]"" basketball postgame OR ""post game"") surfaced celticslife.com retrospective referencing Vincent's retraction of Jordan comments. NOTE: pinpointing this exact secondary source (Yahoo Sports URL) required one non-fixed/improvised web search rather than a fixed query or pure hyperlink-follow -- a protocol deviation disclosed in full in the log's Judgment Calls / Process Deviations section.",https://sports.yahoo.com/sam-vincent-backtracks-somewhat-comments-michael-jordan-ethic-160720239.html,"Vincent explicitly says he ""didn't do the best job expressing myself"" regarding his own widely-publicized Washington Post comments questioning Michael Jordan's effort as Bobcats owner/GM, then offers a restated, more diplomatic version. This is a direct clarification/walk-back of his own prior public comments, matching the inclusion criterion for apologies/clarifications/walk-backs of own public comments, which explicitly counts even when the underlying remarks were not made at a press conference.","Original Washington Post remarks not independently located/verified by this agent -- only the walk-back (given to Bulls.com's Sam Smith, reported here by Yahoo Sports) was verified verbatim. Original Bulls.com page (http://www.nba.com/bulls/news/smith_120416.html) times out on repeated fetch attempts -- logged as a separate unresolved lead for Wayback recovery. PROCESS DEVIATION: locating this Yahoo Sports URL required one improvised/non-fixed search (""Sam Vincent retracts Michael Jordan comments Sporting News April 2012""), disclosed per protocol's hard rule on improvised supplemental queries -- flagging for reviewer judgment on whether to retain this row. The underlying lead (that a Jordan-comments retraction existed) was legitimately surfaced via fixed query 7.",TRUE,TRUE,delegated,IN-2 walk-back of own publicized comments; deviation provenance disclosed and carries (Heinsohn precedent),149
P04,pilot,person,p2,TRUE,TRUE,NA,George Karl,"NBA head coach (Cavaliers, Warriors, SuperSonics, Bucks, Nuggets, Kings; 1984-2016)","I was calm when I met the media after the game. I gave his ego a little break by taking some of the blame. 'I understand Kenyon's gone through a tough year,' I said. 'I know he's frustrated at the coaching, his knee, his playing time. I'm part of this failure, part of this relationship.'",exact_as_printed,"We suspended Kenyon for the next two games, saying we couldn't tolerate such disrespect to the coach and to the team. But I was calm when I met the media after the game. I gave his ego a little break by taking some of the blame. 'I understand Kenyon's gone through a tough year,' I said. 'I know he's frustrated at the coaching, his knee, his playing time. I'm part of this failure, part of this relationship. I think I can get better from this, and hopefully he feels the same way. I think Kenyon's a damn good player and he has a competitive heart I love.' Maybe I was getting better at dealing with eccentric players.","Furious George: My Forty Years Surviving NBA Divas, Clueless GMs, and Poor Shot Selection (HarperCollins, 2017)",book,2017-01-10,day,published,FALSE,reflection,"""George Karl"" book excerpt (media OR press)",https://www.si.com/nba/2017/01/10/george-karl-book-excerpt-furious-george-carmelo-anthony-jr-smith,Karl explains his press-conference tactic after a player blowup: stay calm at the podium and publicly absorb some of the blame to protect the player.,"Authorized SI excerpt reprinted with permission of HarperCollins (copyright 2016; book released 2017-01-10). Passage independently verified verbatim via archive.org full-text search of the book scan (item furiousgeorgemyf0000karl, printed p. 272). Context: Kenyon Martin's insubordination in the 2006 playoffs.",NA,NA,ken_full_review,reflection; would be much better if the quote directly included the information in the rationale.,150
P51,pilot,person,p6,TRUE,TRUE,NA,John Wooden,"NCAA head coach (UCLA Bruins Men's Basketball, 1948-1975)",I always tried to use this opportunity to praise those individuals the media would overlook.,exact_as_printed,"I always tried to use this opportunity to praise those individuals the media would overlook. I would say, 'When I put so-and-so in just before the half and he made that steal, it quite possibly could have been the turning point in the game.' I wanted to let other players know they were very important to the team. The press would give plenty of attention and praise to so-called stars: Bill Walton, Kareem Abdul-Jabbar, Gail Goodrich, Walter Hazzard, Sidney Wicks, Marques Johnson, David Meyers, and others. I would be more likely to praise these particular players privately. I wanted the public acknowledgment for players to be balanced.","'Wooden on Leadership' (book, John Wooden and Steve Jamison, 2005), section 'The Value in Feeling Valued,' Part III: Coaching, Teaching, Leading; secondary report via howtocoachvolleyball.com",book,2005,year,published,FALSE,personal rule,"""John Wooden"" basketball (postgame OR ""post game"")",https://howtocoachvolleyball.com/resources/69-most-impactful-stories-quotes-from-john-wooden/,Wooden states a personal rule for how he used post-game press conferences — to publicly praise overlooked contributors rather than stars — a deliberate strategic approach to public communication.,"Quote appears on howtocoachvolleyball.com (coaching resources site, not a quote aggregator per task rules). Likely sourced from 'Wooden on Leadership' (Wooden and Jamison, 2005) per section-label evidence; primary book text not independently verified during this probe. Misattribution risk noted per task guidance for Wooden quotes; attribution is contextually consistent with known Wooden practices. A reviewer may exclude on grounds that the statement is about player-recognition strategy rather than public-communication conduct per se. Page 2 NOT triggered for this coach — fixed query page 1 returned only career-record, HOF, and bio pages (Sports-Reference, Wikipedia, ESPN Classic) with no near-misses about communication conduct. PRIMARY-UNVERIFIED in Wooden on Leadership (Wooden and Jamison 2005) directly; that book is not in the Open Library search-inside index. Primary-verification query https://openlibrary.org/search/inside?q=%22praise%20those%20individuals%20the%20media%20would%20overlook%22 found phrase only in Pat Williams' The Winning Combination (2010 p.264; IA: winningcombinati0000will), which directly quotes and cites Wooden on Leadership p.121; Wooden on Leadership itself not indexed. DISCREPANCY: howtocoachvolleyball.com attributes passage to Wooden: A Lifetime of Observations and Reflections On and Off the Court (1997); Pat Williams cites Wooden on Leadership (2005); both are Wooden/Jamison collaborations. Passage text captured from secondary source.",NA,NA,ken_full_review,personal rule,151
C01,census_b1,person,c1,TRUE,TRUE,NA,Adolph Rupp,"Head Coach, University of Kentucky (NCAA men's basketball, 1930–1972)","Hell, no. But anything for a column.",exact_as_printed,"After a New York writer asked him to suggest some rule changes to improve the game, Rupp outlandishly proposed reintroducing the center jump after made baskets, removing the net and backboard from the hoop and raising the baskets by five feet. Later, someone asked Rupp if he really liked those ideas. Replied Rupp: 'Hell, no. But anything for a column.'",Racist or misunderstood? The fight for Adolph Rupp's legacy (Yahoo Sports),article,undated,undated,No date given in source; article frames anecdote during era of Rupp's Sunday night TV show (suggesting ~1950s–60s); Rupp coached 1930–1972,FALSE,personal rule,"""Adolph Rupp"" basketball media OR press reporters",https://sports.yahoo.com/racist-or-misunderstood-the-fight-for-adolph-rupps-legacy-143240711.html,Rupp explicitly reveals his personal approach to dealing with reporters: he deliberately gave outlandish suggestions to a New York writer just to generate press coverage regardless of his actual views; qualifies as personal rule/approach for own public speech and media-relationship reflection tied to the coaching role,Also cited at kentsterling.com (2010 article; site returned HTTP 403 on fetch). Original source not identified in Yahoo Sports article. Quote confirmed verbatim on fetched Yahoo Sports page. Rupp TV show framing suggests 1950s–60s but cannot be pinned more precisely.,NA,NA,ken_full_review,proposal approved (Ken 2026-07-03 chat): media-relationship approach; admitted undated under process rule A,155
P24,pilot,person,p5,TRUE,TRUE,NA,Nick Nurse,"NBA head coach (Raptors, 2018-2023, at time of quote)",I'm not sure I know they're going to become stories. Sometimes I'm maybe a little too forthright.,exact_as_printed,"Nurse said with a laugh on Friday that he doesn't feel grumpier this season, although there have been more bumps in the road. Has publicly censuring a player, which attracts media attention, become part of his coaching strategy? ""I'm not sure I know they're going to become stories,"" Nurse said. ""Sometimes I'm maybe a little too forthright."" ""There are lots of ways of communication, lots of ways of getting your message across. We'll explore all those options until we can hopefully help these guys. It's only for their best interest and the best interest of our team.""","Raptors media availability, via The Globe and Mail",article,2020-01-10,day,published,FALSE,reflection,"""Nick Nurse"" ""publicly"" players ""call"" out media criticism approach",https://www.theglobeandmail.com/sports/basketball/article-nick-nurses-public-criticism-spurs-his-players-to-greater-heights/,"Type 2/5 message-through-media: asked whether publicly censuring players is part of his coaching strategy, he reflects on his own public criticism becoming media stories.","Same interview (Rachel Brady, Globe and Mail, 2020-01-10) adds: 'There are lots of ways of communication, lots of ways of getting your message across. We'll explore all those options until we can hopefully help these guys. It's only for their best interest and the best interest of our team.' — framing public criticism as a messaging channel (type 2). Date is the article date; remarks made that week. Globe and Mail article. Quote confirmed verbatim. Preceding article question and follow-up Nurse quote captured.",NA,NA,ken_full_review,reflection,156
C104,census_b2b11,person,c44,TRUE,TRUE,NA,Roy Williams,UNC head basketball coach,"... And I apologize, talking to you [media about this], but my God, these are 18-, 19-, 20-year olds. Did any of you call my call in show? Then I apologize; I should tell them that. I thought I showed great restraint last night.",printed_with_ellipsis,"""I'm really proud of those kids,"" Williams said during his postgame media session on Tuesday. ""Everybody talked about how poorly they played at Georgia Tech. My radio call [show] last night stunk; everybody was talking about how they were Carolina fans for 9 million years and how bad we are; I don't give a [darn] how long you're a Carolina fans, those are kids in the locker room, and they played their buns off tonight. ""I can remember working for Coach [Dean] Smith, and we go down to Clemson, and we got beat 93-76, and I thought the world was going to end. ... But I didn't have anybody calling up the TV show, talking about my team. Don't call me next week and say how good we are; keep your [darn] phone calls to yourself."" ... And I apologize, talking to you [media about this], but my God, these are 18-, 19-, 20-year olds. Did any of you call my call in show? Then I apologize; I should tell them that. I thought I showed great restraint last night.",ESPN College Basketball Nation blog,article,2011-01-18,day,"ESPN blog attributes remarks to ""his postgame media session on Tuesday""; blog post itself published the next day, Wed. Jan 19, 2011 -- Jan 18, 2011 confirmed as a Tuesday, so that is used as the statement date.",FALSE,reflection,"Q4 - ""Roy Williams"" basketball ""call out""",http://www.espn.com/blog/collegebasketballnation/post/_/id/21442/roy-williams-dont-call-me-anymore,"Direct apology/walk-back, delivered to media, for his own public (radio) comments the night before.","This second quotation begins with an ellipsis in the original ESPN blog post itself (confirmed on re-fetch), indicating omitted material between it and the first quotation (this row's companion candidate) -- not my own truncation.",FALSE,FALSE,delegated,IN-2 apology/walk-back of own public radio comments + IN-1 restraint self-assessment,161
T08,topic_sweep,topic,slot 2,FALSE,FALSE,TRUE,Michael Haynes and the WABC Coaches Manual working group,"Primary writer and editor of the WABC (FIBA) Coaches Manual, per the series Introduction credits; Editor-in-Chief Patrick Hunt (then WABC President); contributions from Neil Gliddon, Peter Lonergan, Michael Haynes, Patrick Hunt, David Munns and Zoran Radovic; FIBA's professional coach-education body","Solidarity - coaches and players should not use the media to air grievances within the team, although the media will certainly invite such comments; Respect - anything said to the media will come to the attention of opponents, and coaches (and players) should avoid saying anything that may be disrespectful about opponents. Opponents are likely to use such comments as motivation; Reflection - coaches will often be asked to answer questions immediately after a game (or even during a game) which can be a time of high emotion. Coaches can be candid in such interviews (e.g. ""we did not play well today"", ""we were out-rebounded and we need to address that"" etc). However, coaches should be careful about making any personal criticism or drawing conclusions regarding the performance, instead leaving that for review within the team.",exact_as_printed,"Important considerations when dealing with the media are: Clear lines of authority - who can comment upon matters? If anyone outside of that is asked about a topic their response should simply be ""no comment""; Key messages - having a position on an issue and re-iterating that message in all dealings with the media; Briefing - it is important for the club (and it may not be the responsibility of the coach) to ensure that people that may be asked questions by the media are briefed about issues; Access - at times, coaches may be tempted to stop players interacting with the media, particularly if it is seen as a distraction to players. In making that decision, the coach must understand what obligations the club or the league has regarding player availability. Excluding the media can also create greater interest from the media; Solidarity - coaches and players should not use the media to air grievances within the team, although the media will certainly invite such comments; Respect - anything said to the media will come to the attention of opponents, and coaches (and players) should avoid saying anything that may be disrespectful about opponents. Opponents are likely to use such comments as motivation; Reflection - coaches will often be asked to answer questions immediately after a game (or even during a game) which can be a time of high emotion. Coaches can be candid in such interviews (e.g. ""we did not play well today"", ""we were out-rebounded and we need to address that"" etc). However, coaches should be careful about making any personal criticism or drawing conclusions regarding the performance, instead leaving that for review within the team. Coaches should practice interview technique if it is likely that they will be contacted by the media. Rather than avoid media commitments (for themselves and players) the coach should consider designating times when the media can contact them.","WABC (FIBA) Coaches Manual, Level 3 (December 2016), section 2.3.1 'Managing the media'; also published at wabc.fiba.com",book,2016-12,month,"Level 3 volume published December 2016: PDF filename en-level-3-dec-2016.pdf under upload path 2016/12, rights page '(c) 2016, FIBA-WABC' (Wayback snapshot 20170728135307); passage verified verbatim in the PDF (manual pp. 41-42) and in the web edition (snapshot 20250115183520).",FALSE,advice,"slot 2: basketball coach ""dealing with the media"" advice (t2, page 1) -> domain DNS-dead for the agent; recovered by the directing session via Wayback snapshot 20250115183520",https://wabc.fiba.com/manual/level-3/l3-coach/2-know-how/2-3-communication/2-3-1-managing-the-media/,"Coaching-association guidance on coaches' media conduct - explicitly an IN class under the adviser rule: no-grievances-via-media (solidarity), no disrespect of opponents (bulletin-board awareness), candid-but-no-personal-criticism postgame norm, practice interview technique, designate media times.","RECOVERY PROVENANCE: surfaced by t2's fixed query page 1; wabc.fiba.com wholly DNS-dead for agents and for direct fetch; section text verified verbatim in the Wayback web snapshot AND in the published Level 3 PDF (pp. 41-42). AUTHOR CREDIT (Ken's ruling 2026-07-05: sourced-to-authors means credited to them): the series Introduction volume's 'About this Resource' states verbatim - 'Patrick Hunt acted as Editor in Chief for this book, and the primary writer of the book was Michael Haynes who was also the editor. The book has contributions from Neil Gliddon, Peter Lonergan, Michael Haynes, Patrick Hunt, David Munns and Zoran Radovic.' (Basketball_Introduction_English.pdf, snapshot 20240518010320). CAVEATS flagged: section 2.3.1 itself is unsigned; the credits block describes the working-group resource series whose online form hosts the Level 1-3 manual; the Level 3 volume itself carries only the institutional copyright. Distinguished from the excluded WBCA social-media REGULATIONS (member rules) as advisory instruction to coaches. Page carries trilingual navigation artifacts; English section text used.",NA,TRUE,delegated,IN-4/D7 coaching-association guidance; credited to named authors per Ken's 2026-07-05 rule (Haynes/WABC working group),162
P19,pilot,person,p4,TRUE,TRUE,NA,Mike Krzyzewski,college head coach (Duke 1980-2022),"In the postgame press conference, I reacted incorrectly to a reporter's question about my comment to Dillon.",exact_as_printed,"Krzyzewski released a statement Saturday that said: ""Today, I spoke with Oregon head coach Dana Altman and apologized to him for my remarks to Dillon Brooks following our game. It is not my place to talk to another team's player and doing so took the focus away from the terrific game that Dillon played."" ""In the postgame press conference, I reacted incorrectly to a reporter's question about my comment to Dillon."" Brooks hit a 3-pointer as the shot clock wound down late in Oregon's 82-68 win over the Blue Devils.","Written statement released March 26, 2016, quoted in ESPN.com news story",article,2016-03-26,day,said,FALSE,reflection,"Krzyzewski Dillon Brooks 2016 apology statement press conference ""should not have""",https://www.espn.com/mens-college-basketball/story/_/id/15073476/duke-blue-devils-coach-mike-krzyzewski-apologizes-postgame-comments-oregon-dillon-brooks,Reflection on his own incorrect denial at a postgame press conference,"Context: at the presser he had denied telling Oregon's Dillon Brooks he was 'too good to be showing off'; CBS audio contradicted the denial; statement also apologizes to coach Dana Altman; follow-up query descended from prescribed ""Mike Krzyzewski"" ""press conference"". ESPN article. Quote confirmed verbatim within Krzyzewski written statement. Surrounding sentences confirmed via multiple fetches.",NA,NA,ken_full_review,Apologies are primarily interesting for what they imply that a coach should not have said,164
P11,pilot,person,p3,TRUE,TRUE,NA,Becky Hammon,WNBA head coach (Las Vegas Aces 2022-present),"From what I heard, she did not tell a lie. She said the truth.",exact_as_printed,"On Sunday, Las Vegas Aces coach Becky Hammon, who called out the officiating ahead of Game 1 of her team's semifinal series against the Indiana Fever, supported Reeve and her comments. ""From what I heard, she did not tell a lie. She said the truth,"" Hammon said. The same officiating crew that worked Game 3 in Phoenix is working Game 4 in Indiana on Sunday.","Media availability, 2025 WNBA semifinals, quoted in ESPN article",article,2025-09-28,day,said,TRUE,reflection,"""she did not tell a lie"" Hammon",https://www.espn.com/wnba/story/_/id/46412633/wnba-sources-data-show-link-injuries-missed-calls,Endorses the truthfulness of another coach's (Cheryl Reeve's) public criticism of officiating.,"Said Sunday 2025-09-28 at media availability during the Aces-Fever semifinal series; ESPN article published 2025-09-28. Hammon was fined $1,000 for the comments (announced 2025-09-29). Refers to Reeve's 2025-09-26 postgame remarks. Producing query is a partial-quote follow-up; the lead first surfaced in an off-template targeted search and an SI article (logged).",NA,NA,ken_full_review,reflection,166
P02,pilot,person,p1,TRUE,TRUE,NA,Doc Rivers,"NBA head coach (Philadelphia 76ers at time of quote; previously Celtics, Clippers)","Some questions, to me, are disrespectful, and I thought that one was… I do think, at times, we're gonna work together, and there has to be a level of respect. I wasn't comparing myself to Gregg Popovich. That's, again, where you say something and people run (with it). Maybe I should have said, 'you wouldn't ask Rick Carlisle that question.'",printed_with_ellipsis,"Tuesday morning on the Fanatic, John Kincade (no relation) asked about that exchange: Rivers: ""Some questions, to me, are disrespectful, and I thought that one was… I do think, at times, we're gonna work together, and there has to be a level of respect. I wasn't comparing myself to Gregg Popovich. That's, again, where you say something and people run (with it). Maybe I should have said, 'you wouldn't ask Rick Carlisle that question.'"" Eh, alright. It was pretty safe to assume that he felt disrespected by the question.","97.5 The Fanatic radio interview (John Kincade show), as quoted by Crossing Broad",other,2022-02-01,day,said,FALSE,reflection,"""Would you ask Pop that question"" [partial-quote follow-up search]",https://www.crossingbroad.com/2022/02/doc-rivers-elaborates-on-would-you-ask-pop-that-question-postgame-kerfuffle.html,"Coach asserts standards for press-conference questions to coaches and reflects on his own Jan 21, 2022 podium remark.","Radio interview (not podcast), hence venue_type other; ellipsis and parentheticals are as printed by Crossing Broad; follow-up search chained from a search snippet partially quoting his postgame line.",NA,NA,ken_full_review,"informative reflection, asserts that a coach may challenge a question rather than simply answering it uncritically",168
L08,stage4b_awn,topic_licensed,awn_pilot,FALSE,TRUE,NA,Courtney Banghart,University of North Carolina women's head basketball coach; out-of-roster college coach,"I think the key here is HIPAA (Health Insurance Portability and Accountability Act), so I don't think medical information, whether it's an ankle or COVID, it's not my information to share. I am negative, and that's the only information I can share about anyone else's medical history.",verbatim,"DTH: I know UNC's media relations has said they won't release any specifics about testing information, but I just wanted to give you the opportunity right now to make any comment you might have about if anyone from the women's basketball program has tested positive or seen symptoms or anything. CB: I think the key here is HIPAA (Health Insurance Portability and Accountability Act), so I don't think medical information, whether it's an ankle or COVID, it's not my information to share. I am negative, and that's the only information I can share about anyone else's medical history.","The Daily Tar Heel (University of North Carolina student newspaper), Q&A interview",newspaper_article,2020-07-13,day,"On-record publication date of the newspaper issue in the Access World News database record; Access World News (NewsBank), UCSD license, retrieved 2026-07-06; archived at corpus_v4/staging/stage4b_archives/",FALSE,personal rule,"AWN slot 13: basketball coach ""media relations"" advice (alltext), page 1 rank 16",https://infoweb.newsbank.com/apps/news/document-view?p=AWNB&docref=news/17C360EA0F481430,"Coach's stated rule for what she can and cannot say publicly (medical information disclosure boundary), articulated in direct response to a press disclosure request",BORDERLINE: the rule is grounded in privacy law rather than media-conduct norms; aboutness to public-statement practice is arguable. P27-family question for Ken. SOURCE-URL CORRECTION 2026-07-07: recorded docref replaced with the archived article's self-identifying docref (pilot results-page extraction was misaligned by one rank; see README 2026-07-07).,NA,TRUE,delegated,"Delegated call (memo Q5, unanswered): addendum C12 principle — the rule states what is NOT said in public, with reasoning (HIPAA; not my information to share), in direct response to a press disclosure request; IN-3 personal rule governing the coach's own public speech; out-of-roster college coach, D6",170
C35,census_b2b11,person,c14,TRUE,TRUE,NA,Dwane Casey,"Head Coach, Toronto Raptors (NBA)","I'm not trying to get anybody -- it's over with. I said what I had to say last night. I'm not trying to send a message. It was a comment about the game last night, and it's over with. ... I'm not going to comment on anything on the officiating.",printed_with_ellipsis,"Q. You were pretty passionate last night about the officiating. Do you think they'll hear your message, and two -- DWANE CASEY: I'm not trying to get anybody -- it's over with. I said what I had to say last night. I'm not trying to send a message. It was a comment about the game last night, and it's over with. Q. Did you hear from the league at all? DWANE CASEY: I'm not going to comment on anything on the officiating.","NBA Eastern Conference Finals: Raptors v Cavaliers -- practice/pregame media availability, May 22 2016",presser_transcript,2016-05-22,day,ASAP Sports transcript date header,FALSE,personal rule,"Dwane Casey"" basketball ""call out"" (Q4 ALWAYS-20; candidate confirmed on page 1 of supplemental search ""called out"" OR ""publicly criticized"")",http://www.asapsports.com/show_interview.php?id=119428,"After making extensive public statements criticizing officials at the Game 3 postgame presser, Casey reflects on those statements (""I said what I had to say last night"") and announces he will not comment further on officiating. Constitutes fine-consequence-awareness attached to substantive public speech the coach chose to make: NBA fined him $25K between Game 3 postgame and this availability.",Two logically linked but physically separate statements joined with ellipsis; both from consecutive Q&A exchanges in same transcript. NBA fine of $25K documented in CBSSports.com headline coverage of same date; the fine is not mentioned inside the ASAP transcript itself. Identity confirmed: Casey is Toronto Raptors head coach throughout the 2015-16 Eastern Conference Finals.,TRUE,TRUE,delegated,IN-1 day-after reflection on own presser statements + IN-7 fine context; deviation provenance carries,172
T05,topic_sweep,topic,slot 4,FALSE,FALSE,TRUE,David Torbert,"Contributor, BreakthroughBasketball.com coaching-advice site (no bio available; coaching background unverified)","Be mindful the quote will be printed, so be diplomatic in any insights you have on the night's game.",exact_as_printed,"Create a document before the season begins that you can use as a template to include the final score, scoring by quarters and offensive stats for both teams. Even make a section where you include some commentary on the game. Be mindful the quote will be printed, so be diplomatic in any insights you have on the night's game.",BreakthroughBasketball.com,article,2015,year,"No byline date on the article. A reader comment dated 8/11/2018 appears beneath the article, establishing the article existed by that date; exact original publish date not shown on page. Footer copyright year (2026) reflects current site-wide copyright, not this article's date. DATING CORRECTION 2026-07-05 (directing session): earliest Wayback capture of the article is 2015-12-30 (snapshot 20151230065921) and contains both recorded quotes and the byline; date set to 2015 (year), superseding the 2018 reader-comment lower bound.",FALSE,advice,"slot 4: how basketball coaches should handle the media (initial search, page 1)",https://www.breakthroughbasketball.com/coaching/using-local-media-to-promote-players-program.html,Personal-rule-style advice governing what a coach should say for print/public consumption in postgame commentary -- explicit instruction to 'be diplomatic' tied to the fact that 'the quote will be printed.',Same dating/identity caveats as the companion row above; recorded separately because it is a distinct piece of advice (diplomacy in printed remarks) rather than the availability/non-avoidance advice in the other row.,NA,TRUE,delegated,IN-4 adviser-column rule: diplomatic in printed postgame commentary,173
